name,sports_car,suv,wagon,minivan,pickup,all_wheel,rear_wheel,msrp,dealer_cost,eng_size,ncyl,horsepwr,city_mpg,hwy_mpg,weight,wheel_base,length,width
Chevrolet Silverado 1500 Regular Cab,False,False,False,False,True,False,True,20310,18480,4.3,6,200,15.0,21.0,4142.0,119.0,,
Chevrolet Silverado SS,False,False,False,False,True,True,False,40340,35399,6.0,8,300,13.0,17.0,4804.0,144.0,,
Chevrolet SSR,False,False,False,False,True,False,True,41995,39306,5.3,8,300,16.0,19.0,4760.0,116.0,,
Dodge Dakota Regular Cab,False,False,False,False,True,False,True,17630,16264,3.7,6,210,16.0,22.0,3714.0,112.0,,
Dodge Dakota Club Cab,False,False,False,False,True,False,True,20300,18670,3.7,6,210,16.0,22.0,3829.0,131.0,,
Dodge Ram 1500 Regular Cab ST,False,False,False,False,True,False,True,20215,18076,3.7,6,215,16.0,21.0,4542.0,121.0,,
Ford F-150 Regular Cab XL,False,False,False,False,True,False,True,22010,19490,4.6,8,231,15.0,19.0,4788.0,126.0,,
Ford F-150 Supercab Lariat,False,False,False,False,True,True,False,33540,29405,5.4,8,300,14.0,18.0,5464.0,133.0,,
Ford Ranger 2.3 XL Regular Cab,False,False,False,False,True,False,True,14385,13717,2.3,4,143,24.0,29.0,3028.0,111.0,,
GMC Canyon Z85 SL Regular Cab,False,False,False,False,True,False,True,16530,14877,2.8,4,175,19.0,24.0,3351.0,111.0,,
GMC Sierra Extended Cab 1500,False,False,False,False,True,False,True,25717,22604,4.8,8,285,17.0,20.0,4548.0,144.0,,
GMC Sierra HD 2500,False,False,False,False,True,True,False,29322,25759,6.0,8,300,,,5440.0,133.0,,
GMC Sonoma Crew Cab,False,False,False,False,True,True,False,25395,23043,4.3,6,190,15.0,19.0,4083.0,123.0,,
Mazda B2300 SX Regular Cab,False,False,False,False,True,False,True,14840,14070,2.3,4,143,24.0,29.0,2960.0,112.0,,
Mazda B4000 SE Cab Plus,False,False,False,False,True,True,False,22350,20482,4.0,6,207,15.0,19.0,3571.0,126.0,,
Nissan Frontier King Cab XE V6,False,False,False,False,True,True,False,19479,18253,3.3,6,180,17.0,20.0,3932.0,116.0,,
Nissan Titan King Cab XE,False,False,False,False,True,True,False,26650,24926,5.6,8,305,14.0,18.0,5287.0,140.0,,
Subaru Baja,False,False,False,False,True,True,False,24520,22304,2.5,4,165,21.0,28.0,3485.0,104.0,,
Toyota Tacoma,False,False,False,False,True,False,True,12800,11879,2.4,4,142,22.0,27.0,2750.0,103.0,,
Toyota Tundra Regular Cab V6,False,False,False,False,True,False,True,16495,14978,3.4,6,190,16.0,20.0,3925.0,128.0,,
Toyota Tundra Access Cab V6 SR5,False,False,False,False,True,True,False,25935,23520,3.4,6,190,14.0,17.0,4435.0,128.0,,
